Mod:Item:MetaData, Localized Name
rftoolsdim:dimlet_type_controller:10, Dimlet Effect Type Controller
rftoolsdim:dimlet_type_controller:11, Dimlet Special Type Controller
rftoolsdim:dimlet_type_controller:12, Dimlet Controller Type Controller
rftoolsdim:dimlet_type_controller:13, Dimlet Weather Type Controller
rftoolsdim:dimlet_type_controller:14, Dimlet Patreon Type Controller
rftoolsdim:structure_essence:0, Structure None Essence
rftoolsdim:structure_essence:1, Structure Village Essence
rftoolsdim:structure_essence:2, Structure Stronghold Essence
rftoolsdim:structure_essence:3, Structure Dungeon Essence
rftoolsdim:structure_essence:4, Structure Fortress Essence
rftoolsdim:structure_essence:5, Structure Mineshaft Essence
rftoolsdim:structure_essence:6, Structure Scattered Essence
rftoolsdim:structure_essence:7, Structure Ocean Monument Essence
rftoolsdim:structure_essence:8, Structure Swamp Hut Essence
rftoolsdim:structure_essence:9, Structure Desert Temple Essence
rftoolsdim:structure_essence:10, Structure Jungle Temple Essence
rftoolsdim:structure_essence:11, Structure Igloo Essence
rftoolsdim:known_dimlet:5, Structure Dimlet (None)
rftoolsdim:known_dimlet:9, Digit Dimlet (0)
rftoolsdim:known_dimlet:9, Digit Dimlet (1)
rftoolsdim:known_dimlet:9, Digit Dimlet (2)
rftoolsdim:known_dimlet:9, Digit Dimlet (3)
rftoolsdim:known_dimlet:9, Digit Dimlet (4)
rftoolsdim:known_dimlet:9, Digit Dimlet (5)
rftoolsdim:known_dimlet:9, Digit Dimlet (6)
rftoolsdim:known_dimlet:9, Digit Dimlet (7)
rftoolsdim:known_dimlet:9, Digit Dimlet (8)
rftoolsdim:known_dimlet:9, Digit Dimlet (9)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal night)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Flat)
rftoolsdim:known_dimlet:7, Feature Dimlet (None)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal)
rftoolsdim:known_dimlet:10, Effect Dimlet (None)
rftoolsdim:known_dimlet:12, Controller Dimlet (Single)
rftoolsdim:known_dimlet:4, Sky Dimlet (Normal day)
rftoolsdim:known_dimlet:12, Controller Dimlet (Default)
rftoolsdim:known_dimlet:1, Liquid Dimlet (Water)
rftoolsdim:known_dimlet:2, Material Dimlet (Stone)
rftoolsdim:known_dimlet:6, Terrain Dimlet (Void)
rftoolsdim:known_dimlet:3, Mob Dimlet (Default)
rftoolsdim:known_dimlet:13, Weather Dimlet (Default)
rftoolsdim:known_dimlet:8, Time Dimlet (Normal)
rftoolsdim:efficiency_essence, 効率化の情報因子
rftoolsdim:mediocre_efficiency_essence, 効率化の情報因子(廉価版)
rftoolsdim:empty_dimension_tab, 空のディメンションタブ
rftoolsdim:realized_dimension_tab, Realized Dimension Tab
rftoolsdim:dimlet_template, 次元素子のテンプレート
rftoolsdim:dimlet_parcel, 次元素子の小包
rftoolsdim:rftoolsdim_manual, [RFTools Dimension・マニュアル]
rftoolsdim:dimension_monitor, ディメンションモニター
rftoolsdim:dimension_module, ディメンションスクリーンモジュール
rftoolsdim:phased_field_generator, Phased Field Generator
rftoolsdim:dimensional_blank_block, ディメンショナル・ブランクブロック
rftoolsdim:dimensional_block, ディメンショナル・ブロック
rftoolsdim:dimensional_cross2_block, ディメンショナル・クロス 2 ブロック
rftoolsdim:dimensional_cross_block, ディメンショナル・クロスブロック
rftoolsdim:dimensional_pattern1_block, ディメンショナル・パターン 1 ブロック
rftoolsdim:dimensional_pattern2_block, ディメンショナル・パターン 2 ブロック
rftoolsdim:dimensional_small_blocks, ディメンショナル・スモールブロック
rftoolsdim:dimension_enscriber, Dimension Enscriber
rftoolsdim:dimension_builder, ディメンションビルダー
rftoolsdim:dimension_editor, ディメンションエディター
rftoolsdim:dimlet_workbench, 次元素子のワークベンチ
rftoolsdim:activity_probe, アクティビティプローブ
rftoolsdim:energy_extractor, Energy Extractor
rftoolsdim:material_absorber, 物質アブソーバー
rftoolsdim:liquid_absorber, 液体アブソーバー
rftoolsdim:biome_absorber, バイオームアブソーバー
rftoolsdim:terrain_absorber, 地形アブソーバー
rftoolsdim:feature_absorber, 偏性アブソーバー
rftoolsdim:time_absorber, 時刻アブソーバー
rftoolsdim:fake_water, ずみ(retaW)
rftoolsdim:fake_gravel, りゃじ(levarG)
rftoolsdim:fake_sand, なす(dnaS)
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:0, Basic Drawer
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:1, Basic Drawers 1x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:2, Basic Drawers 2x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:3, Half Drawers 1x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:basicdrawers:4, Half Drawers 2x2
storagedrawers:keybutton:0, Drawer Key Button
storagedrawers:keybutton:1, Concealment Key Button
storagedrawers:keybutton:2, Personal Key Button
storagedrawers:keybutton:3, Quantify Key Button
storagedrawers:compdrawers, 自動変換タンス
storagedrawers:controller, タンス収納コントローラ
storagedrawers:controllerslave, コントローラ子機
storagedrawers:trim:0, Oak Trim
storagedrawers:trim:1, Spruce Trim
storagedrawers:trim:2, Birch Trim
storagedrawers:trim:3, Jungle Trim
storagedrawers:trim:4, Acacia Trim
storagedrawers:trim:5, Dark Oak Trim
storagedrawers:customdrawers:0, Framed Drawer
storagedrawers:customdrawers:1, Framed Drawers 1x2
storagedrawers:customdrawers:2, Framed Drawers 2x2
storagedrawers:customdrawers:3, Framed Half Drawers 1x2
storagedrawers:customdrawers:4, Framed Half Drawers 2x2
storagedrawers:customtrim, 組み換え飾り箱
storagedrawers:framingtable, 組み換え作業テーブル
storagedrawers:upgrade_template, 追加キットテンプレート
storagedrawers:upgrade_storage:0, Storage Upgrade (I)
storagedrawers:upgrade_storage:1, Storage Upgrade (II)
storagedrawers:upgrade_storage:2, Storage Upgrade (III)
storagedrawers:upgrade_storage:3, Storage Upgrade (IV)
storagedrawers:upgrade_storage:4, Storage Upgrade (V)
storagedrawers:upgrade_one_stack, 容量縮小キット
storagedrawers:upgrade_status:0, Status Upgrade (I)
storagedrawers:upgrade_status:1, Status Upgrade (II)
storagedrawers:upgrade_void, ボイド機能追加キット
storagedrawers:upgrade_conversion, 互換機能追加キット
storagedrawers:upgrade_creative:0, Creative Storage Upgrade
storagedrawers:upgrade_creative:1, Creative Vending Upgrade
storagedrawers:upgrade_redstone:0, Redstone Upgrade
storagedrawers:upgrade_redstone:1, Redstone Max Upgrade
storagedrawers:upgrade_redstone:2, Redstone Min Upgrade
storagedrawers:drawer_key, 整頓の鍵
storagedrawers:shroud_key, 目隠しの鍵
storagedrawers:personal_key, 防犯の鍵
storagedrawers:quantify_key, 在庫管理の鍵
storagedrawers:tape, 梱包テープ
tce:tce_time_wand_lvl1, §9The Staff of Time lvl 1
tce:tce_time_wand_lvl2, §aThe Staff of Time lvl 2
tce:tce_time_wand_lvl3, §cThe Staff of Time lvl 3
tce:tce_time_wand_lvl4, §6The Staff of Time lvl 4
tce:tce_time_wand_lvl5, §bThe Staff of Time lvl 5
tce:tce_time_wand_infinite, §5Infinite time staff
tce:tce_time_storage_lvl1, §9Time storage lvl 1
tce:tce_time_storage_lvl2, §aTime storage lvl 2
tce:tce_time_storage_lvl3, §cTime storage lvl 3
tce:tce_time_storage_lvl4, §6Time storage lvl 4
tce:tce_time_storage_lvl5, §bTime storage lvl 5
tce:tce_time_storage_infinite, §5Infinite time storage
tce:tce_time_element, Time element
tce:tce_time_nugget, Time nugget
tce:tce_time_ingot, Time ingot
tce:tce_diamondclock, §bDiamond clock
tce:tce_emeraldclock, §aEmerald clock
tce:tce_lapisclock, §9Lapis clock
tce:tce_dragonclock, §5Dragon clock
tce:tce_redstoneclock, §cRedstone clock
tce:tce_goldclock, §6Gold clock
tce:tce_compressedtorch, §eCompressed torch
tce:tce_bindingelement, §cBinding element
tce:tce_bindingelement2, §aImproved binding element
tce:tce_bindingelement3, §5Advanced binding element
tce:tce_time_stick, Time stick
tce:tce_time_casing, Time casing
tce:tce_time_core, Time core
tce:tce_time_particle, Time particle
tce:tce_time_particle_gold, Time particle gold
tce:tce_time_particle_redstone, Time particle redstone
tce:tce_time_particle_diamond, Time particle diamond
tce:tce_time_particle_emerald, Time particle emerald
tce:tce_uk1, Module collector x2
tce:tce_uk2, Module collector x4
tce:tce_uk3, Module collector x8
tce:tce_uk4, Module collector x16
tce:tce_uk5, Module collector x32
tce:tce_uk6, Module collector x64
quarryplus:quarryplus, 改良型露天採掘機(旧版)
quarryplus:pumpplus, 改良型ポンプ
quarryplus:markerplus, 改良型ランドマーク
quarryplus:enchantmover, エンチャント移動機
quarryplus:miningwellplus, 改良型採掘機
quarryplus:placerplus, 改良型設置装置
quarryplus:breakerplus, 改良型破壊装置
quarryplus:plainpipe, 改良型採掘機採掘棒
quarryplus:quarryframe, 改良型露天採掘機型枠
quarryplus:workbenchplus, 改良型作業台
quarryplus:spawnercontroller, モンスタースポナー制御装置
quarryplus:laserplus, 改良型レーザー
quarryplus:refineryplus, 改良型精製機
quarryplus:chunkdestroyer, Chunk Destroyer
quarryplus:standalonepump, 自立改良型ポンプ
quarryplus:enchantmoverfrombook, エンチャント移動機2
quarryplus:exppump, 採掘機用経験値ポンプ
quarryplus:solidquarry, 固体燃料採掘機
quarryplus:dummyblock, Dummy Block
quarryplus:quarryreplacer, 採掘機用置き換え機
quarryplus:quarry, 採掘場
quarryplus:filler, フィラー
quarryplus:tool:0, StatusChecker
quarryplus:tool:1, ListEditor
quarryplus:tool:2, LiquidSelector
quarryplus:tool:3, Quarry Y Setter
quarryplus:quarry_pickaxe, item.quarry_pickaxe.name
quarryplus:magicmirror:0, MagicMirror
quarryplus:magicmirror:1, DimensionalMirror
quarryplus:magicmirror:2, OverworldMirror
quarryplus:quarrydebug, 改良型状態確認用具(デバッグ用)
quarryplus:template, 一括更新テンプレート
quarryplus:pump_module, 液体回収モジュール
quarryplus:exppump_module, 経験値回収モジュール
quarryplus:replacer_module, 置き換えモジュール
quarryplus:torch_module, 松明モジュール
quarryplus:fuel_module_normal, 燃料モジュール
quarryplus:fuel_module_creative, 無限エネルギーモジュール
avaritiaddons:extreme_auto_crafter:0, Auto Extreme Crafting Table
avaritiaddons:avaritiaddons_chest:0, Compressed Chest
avaritiaddons:avaritiaddons_chest:1, Infinity Chest
avaritiaddons:infinity_compressor, tile.infinity_compressor.name
avaritiaddons:infinity_glass, Infinity Glass
avaritiatweaks:enhancement_crystal, Enhancement Crystal
techreborn:dust:0, Almandine Dust
techreborn:dust:1, Aluminium Dust
techreborn:dust:2, Andradite Dust
techreborn:dust:3, Ashes
techreborn:dust:4, Basalt Dust
techreborn:dust:5, Bauxite Dust
techreborn:dust:6, Brass Dust
techreborn:dust:7, Bronze Dust
techreborn:dust:8, Calcite Dust
techreborn:dust:9, Charcoal Dust
techreborn:dust:10, Chrome Dust
techreborn:dust:11, Cinnabar Dust
techreborn:dust:12, Clay Dust
techreborn:dust:13, Coal Dust
techreborn:dust:14, Copper Dust
techreborn:dust:15, Dark Ashes
techreborn:dust:16, Diamond Dust
techreborn:dust:17, Electrum Dust
techreborn:dust:18, Emerald Dust
techreborn:dust:19, Ender Eye Dust
techreborn:dust:20, Ender Pearl Dust
techreborn:dust:21, Endstone Dust
techreborn:dust:22, Flint Dust
techreborn:dust:23, Galena Dust
techreborn:dust:24, Gold Dust
techreborn:dust:25, Grossular Dust
techreborn:dust:26, Invar Dust
techreborn:dust:27, Iron Dust
techreborn:dust:28, Lazurite Dust
techreborn:dust:29, Lead Dust
techreborn:dust:30, Magnesium Dust
techreborn:dust:31, Manganese Dust
techreborn:dust:32, Marble Dust
techreborn:dust:33, Netherrack Dust
techreborn:dust:34, Nickel Dust
techreborn:dust:35, Obsidian Dust
techreborn:dust:36, Peridot Dust
techreborn:dust:37, Phosphorous Dust
techreborn:dust:38, Platinum Dust
techreborn:dust:39, Pyrite Dust
techreborn:dust:40, Pyrope Dust
techreborn:dust:41, Red Garnet Dust
techreborn:dust:43, Ruby Dust
techreborn:dust:44, Saltpeter Dust
techreborn:dust:45, Sapphire Dust
techreborn:dust:46, Saw Dust
techreborn:dust:47, Silver Dust
techreborn:dust:48, Sodalite Dust
techreborn:dust:49, Spessartine Dust
techreborn:dust:50, Sphalerite Dust
techreborn:dust:51, Steel Dust
techreborn:dust:52, Sulfur Dust
techreborn:dust:53, Tin Dust
techreborn:dust:54, Titanium Dust
techreborn:dust:55, Tungsten Dust
techreborn:dust:56, Uvarovite Dust
techreborn:dust:58, Yellow Garnet Dust
techreborn:dust:59, Zinc Dust
techreborn:dust:61, Andesite Dust
techreborn:dust:62, Diorite Dust
techreborn:dust:63, Granite Dust
techreborn:dust:64, Iridium Dust
techreborn:dust:65, Thorium Dust
techreborn:dust:66, Uranium Dust
techreborn:dust:67, Plutonium Dust
techreborn:gem:0, Ruby
techreborn:gem:1, Sapphire
techreborn:gem:2, Peridot
techreborn:gem:3, Red Garnet
techreborn:gem:4, Yellow Garnet
techreborn:ingot:0, Aluminium Ingot
techreborn:ingot:1, Brass Ingot
techreborn:ingot:2, Bronze Ingot
techreborn:ingot:3, Chrome Ingot
techreborn:ingot:4, Copper Ingot
techreborn:ingot:5, Electrum Ingot
techreborn:ingot:6, Invar Ingot
techreborn:ingot:7, Iridium Ingot
techreborn:ingot:8, Lead Ingot
techreborn:ingot:9, Nickel Ingot
techreborn:ingot:10, Platinum Ingot
techreborn:ingot:11, Silver Ingot
techreborn:ingot:12, Steel Ingot
techreborn:ingot:13, Tin Ingot
techreborn:ingot:14, Titanium Ingot
techreborn:ingot:15, Tungsten Ingot
techreborn:ingot:16, Hot Tungstensteel Ingot
techreborn:ingot:17, Tungstensteel Ingot
techreborn:ingot:18, Zinc Ingot
techreborn:ingot:19, Refined Iron Ingot
techreborn:ingot:20, Advanced Alloy Ingot
techreborn:ingot:21, Mixed Metal Ingot
techreborn:ingot:22, Iridium Alloy Ingot
techreborn:ingot:23, Thorium Ingot
techreborn:ingot:24, Uranium Ingot
techreborn:ingot:25, Plutonium Ingot
techreborn:nuggets:0, Aluminium Nugget
techreborn:nuggets:1, Brass Nugget
techreborn:nuggets:2, Bronze Nugget
techreborn:nuggets:3, Chrome Nugget
techreborn:nuggets:4, Copper Nugget
techreborn:nuggets:5, Electrum Nugget
techreborn:nuggets:6, Invar Nugget
techreborn:nuggets:7, Iridium Nugget
techreborn:nuggets:8, Lead Nugget
techreborn:nuggets:9, Nickel Nugget
techreborn:nuggets:10, Platinum Nugget
techreborn:nuggets:11, Silver Nugget
techreborn:nuggets:12, Steel Nugget
techreborn:nuggets:13, Tin Nugget
techreborn:nuggets:14, Titanium Nugget
techreborn:nuggets:15, Tungsten Nugget
techreborn:nuggets:16, Hot Tungstensteel Nugget
